KEIO STE ID,Status,Safecast ID,Sensor Type,Inspector SN,Feed ID,Feed (Pachube/Safecast),Device ID,Type,Firmware Version,nGeigie ID,Inuse,,Location,Latitude,Longitude,Height(m),Indoor/Outdoor,Action needed,,,,,,,,,,,,,,,,,,,,,,
#0115,,,Inspector Alert,A03052,42922,http://www.pachube.com/feeds/42922,KEIOSTE50,WiFi,1/20/12,,shipped,1/18/12,"Uwajima, Softbank",33.224412,132.560935,0.7,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0116,,,Inspector Alert,,42923,http://www.pachube.com/feeds/42923,KEIOSTE128,WiFi,12/23/11,,shipped,1/14/12,"Yahatahama, Softbank",132.431402,0.86,Indoor,,,,,,,,,,,,,,,,,,,,,,,,
#0117,,,Inspector Alert,A03549,42924,http://www.pachube.com/feeds/42924,KEIOSTE129,WiFi,12/23/11,,,1/20/12,"Asahi, Softbank",31.908371,131.424635,0.7,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0118,,,Inspector Alert,A03789,42925,http://www.pachube.com/feeds/42925,KEIOSTE130,WiFi,1/20/12,,,2/1/12,"UtsunomiyaHigashi, Softbank",36.564062,139.904952,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0119,,,Inspector Alert,A03507,42926,http://www.pachube.com/feeds/42926,KEIOSTE131,WiFi,12/23/11,,,1/18/12,"Izuronaya, Softbank",130.556941,0.8,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0120,,,Inspector Alert,A03534,42927,http://www.pachube.com/feeds/42927,KEIOSTE132,WiFi,12/23/11,,,1/23/12,"Tsushima, Softbank",34.202279,129.289385,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0121,,,Inspector Alert,A02625,42928,http://www.pachube.com/feeds/42928,KEIOSTE133,WiFi,1/20/12,,,,"Iida, Softbank",35.500857,137.799978,,,,,,,,,,,,,,,,,,,,,,,,,
#0122,,,Inspector Alert,A03522,42929,http://www.pachube.com/feeds/42929,KEIOSTE134,WiFi,1/20/12,,,1/25/12,"Takayama, Softbank",36.153006,137.246787,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0123,,,Inspector Alert,A02917,42930,http://www.pachube.com/feeds/42930,KEIOSTE135,WiFi,12/23/11,,,1/21/12,"Asato, Softbank",26.213028,127.696093,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0124,,,Inspector Alert,A03771,42931,http://www.pachube.com/feeds/42931,KEIOSTE136,WiFi,12/23/11,,,1/19/12,"Ishigaki, Softbank",24.341961,124.155247,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0125,,,Inspector Alert,A03574,42932,http://www.pachube.com/feeds/42932,KEIOSTE137,WiFi,12/23/11,,,1/21/12,"Yamaguchichuo, Softbank",34.177841,131.478135,0.9,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0126,,,Inspector Alert,A03531,43986,http://www.pachube.com/feeds/43986,KEIOSTE138,WiFi,12/23/11,,,1/21/12,"Obiyamachi, Softbank",33.560604,133.53982,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0127,,,Inspector Alert,A03480,43987,http://www.pachube.com/feeds/43987,KEIOSTE139,WiFi,12/23/11,,,1/20/12,"Gintengai, Softbank",132.766053,0.9,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0128,,,Inspector Alert,A02465,43988,http://www.pachube.com/feeds/43988,KEIOSTE140,WiFi,12/23/11,,,1/20/12,"TokushimaHigashi, Softbank",34.070281,134.568695,0.6,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0129,,,Inspector Alert,A02880,43989,http://www.pachube.com/feeds/43989,KEIOSTE141,WiFi,1/20/12,,,1/25/12,"HimejiShiyakusho, Softbank",34.814607,134.690377,0.75,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0130,,,Inspector Alert,A02683,43990,http://www.pachube.com/feeds/43990,KEIOSTE142,WiFi,1/20/12,,,1/27/12,"Yoshioka, Softbank",38.439401,140.890956,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0131,,,Inspector Alert,A03797,43991,http://www.pachube.com/feeds/43991,KEIOSTE143,WiFi,1/20/12,,,2/6/12,"Higashifurumatsu, Softbank",34.649599,133.912456,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0132,,,Inspector Alert,A02876,43992,http://www.pachube.com/feeds/43992,KEIOSTE144,WiFi,1/20/12,,,2/7/12,"HankyuSannomiya, Softbank",34.692491,135.192589,1.1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0133,,,Inspector Alert,A03702,43993,http://www.pachube.com/feeds/43993,KEIOSTE145,WiFi,1/20/12,,,,"Obanazawa, Softbank",38.609459,140.40751,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0134,,,Inspector Alert,A03542,43994,http://www.pachube.com/feeds/43994,KEIOSTE146,WiFi,1/20/12,,,1/25/12,"Miyuki, Softbank",136.234018,0.4,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0135,,,Inspector Alert,A03788,43995,http://www.pachube.com/feeds/43995,KEIOSTE147,WiFi,1/20/12,,,1/26/12,"Kitakata, Softbank",37.647814,139.877289,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0136,,,Inspector Alert,A02881,43996,http://www.pachube.com/feeds/43996,KEIOSTE148,WiFi,1/20/12,,,1/26/12,"TsuChuo, Softbank",32.875335,130.869817,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0137,,,Inspector Alert,A03701,43997,http://www.pachube.com/feeds/43997,KEIOSTE149,WiFi,1/20/12,,,1/27/12,"Wakayama, Softbank",34.229132,135.196278,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0138,,,Inspector Alert,A03523,43998,http://www.pachube.com/feeds/43998,KEIOSTE150,WiFi,1/20/12,,,,"YamagataOhnome, Softbank",38.282656,140.360697,,,,,,,,,,,,,,,,,,,,,,,,,
#0139,,,Inspector Alert,A02735,43999,http://www.pachube.com/feeds/43999,KEIOSTE151,WiFi,1/20/12,,,1/25/12,"IsewataRaibashi, Softbank",136.678852,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0140,,,Inspector Alert,A02653,44000,http://www.pachube.com/feeds/44000,KEIOSTE152,WiFi,12/23/11,,,1/19/12,"Komoro, Softbank",36.337548,138.410906,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0141,,,Inspector Alert,A03527,44001,http://www.pachube.com/feeds/44001,KEIOSTE153,WiFi,12/23/11,,,1/21/12,"UedaMinami, Softbank",138.211607,0.6,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0142,,,Inspector Alert,A03455,44002,http://www.pachube.com/feeds/44002,KEIOSTE154,WiFi,1/20/12,,,,"Ishimaki, Softbank",38.434478,141.304092,,,,,,,,,,,,,,,,,,,,,,,,,
#0143,,,Inspector Alert,A03489,44003,http://www.pachube.com/feeds/44003,KEIOSTE155,WiFi,1/20/12,,,1/25/12,"AizuInter, Softbank",37.518172,139.923995,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0144,,,Inspector Alert,A03703,44004,http://www.pachube.com/feeds/44004,KEIOSTE156,WiFi,1/20/12,,,1/25/12,"AizuByakko, Softbank",37.505188,139.943055,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0145,,,Inspector Alert,A03461,44005,http://www.pachube.com/feeds/44005,KEIOSTE157,WiFi,1/20/12,,,1/26/12,"Oodate, Softbank",40.284145,140.552186,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0146,,,Inspector Alert,A02893,44006,http://www.pachube.com/feeds/44006,KEIOSTE158,WiFi,1/20/12,,,1/25/12,"Aizubange, Softbank",37.565041,139.816101,0.9,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0147,,,Inspector Alert,A02665,44007,http://www.pachube.com/feeds/44007,KEIOSTE159,WiFi,1/20/12,,,1/24/12,"Izumo, Softbank",35.373657,132.757911,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0148,,,Inspector Alert,A03187,44008,http://www.pachube.com/feeds/44008,KEIOSTE160,WiFi,1/20/12,,,2/6/12,"MinamiNagasaki, Softbank",129.83696,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0149,,,Inspector Alert,A02918,44009,http://www.pachube.com/feeds/44009,KEIOSTE161,WiFi,1/20/12,,,,"IonKohoku, Softbank",33.219558,130.161361,,,,,,,,,,,,,,,,,,,,,,,,,
#0150,,,Inspector Alert,A02479,44010,http://www.pachube.com/feeds/44010,KEIOSTE162,WiFi,1/20/12,,,2/10/12,"HigashiBypass, Softbank",32.822441,130.760064,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0151,,,Inspector Alert,A02646,44011,http://www.pachube.com/feeds/44011,KEIOSTE163,WiFi,1/20/12,,,2/2/12,"Tosu, Softbank",130.509785,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,
#0152,,,Inspector Alert,A02585,44012,http://www.pachube.com/feeds/44012,KEIOSTE164,WiFi,12/23/11,,,1/24/12,"Shiojiri, Softbank",36.172138,137.95133,0.7,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0153,,,Inspector Alert,A03541,44013,http://www.pachube.com/feeds/44013,KEIOSTE165,WiFi,12/23/11,,,1/19/12,"KofuShowa, Softbank",_€138.541697,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,,
#0154,,,Inspector Alert,A03556,44014,http://www.pachube.com/feeds/44014,KEIOSTE166,WiFi,1/20/12,,,1/27/12,"Hagi, Softbank",34.406555,131.405204,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0155,,,Inspector Alert,A03539,44015,http://www.pachube.com/feeds/44015,KEIOSTE167,WiFi,12/23/11,,,1/19/12,"NumzuKanuki, Softbank",35.085854,138.868092,0.98,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0156,,,Inspector Alert,A03375,44016,http://www.pachube.com/feeds/44016,KEIOSTE168,WiFi,12/23/11,,,1/21/12,"Furukawa, Softbank",36.19372,139.738938,0.9,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0157,,,Inspector Alert,A03509,44017,http://www.pachube.com/feeds/44017,KEIOSTE169,WiFi,12/23/11,,,1/19/12,"Choshi, Softbank",140.8101,0.5,Indoor,,,,,,,,,,,,,,,,,,,,,,,,
#0158,,,Inspector Alert,A03519,44018,http://www.pachube.com/feeds/44018,KEIOSTE170,WiFi,12/23/11,,,1/12/12,"Mito, Softbank",36.346986,140.454404,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0159,,,Inspector Alert,A03361,44019,http://www.pachube.com/feeds/44019,KEIOSTE171,WiFi,12/23/11,,,1/26/12,"Ishioka, Softbank",36.196359,_€140.298063,0.6,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0160,,,Inspector Alert,A03546,44020,http://www.pachube.com/feeds/44020,KEIOSTE172,WiFi,12/23/11,,,2/2/12,"Tateyama, Softbank",34.992629,139.873968,0.72,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0161,,,Inspector Alert,A03351,44021,http://www.pachube.com/feeds/44021,KEIOSTE173,WiFi,12/23/11,,,1/19/12,"ShinGifu, Softbank",35.412513,136.75884,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0162,,,Inspector Alert,A03419,44022,http://www.pachube.com/feeds/44022,KEIOSTE174,WiFi,1/20/12,,,2/2/12,"HigashiHie, Softbank",33.588278,130.43188,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0163,,,Inspector Alert,A02579,44023,http://www.pachube.com/feeds/44023,KEIOSTE175,WiFi,1/20/12,,,2/1/12,"Takasu, Softbank",133.575569,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0164,,,Inspector Alert,A02642,44024,http://www.pachube.com/feeds/44024,KEIOSTE176,WiFi,1/20/12,,,2/2/12,"Fuzen, Softbank",33.616383,131.145456,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0165,,,Inspector Alert,A02621,44025,http://www.pachube.com/feeds/44025,KEIOSTE177,WiFi,1/20/12,,,2/10/12,"Nangoku, Softbank",33.5667,_€133.650654,0.6,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0166,,,Inspector Alert,A03475,44026,http://www.pachube.com/feeds/44026,KEIOSTE178,WiFi,1/20/12,,,2/2/12,"Rifu, Softbank",140.976975,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0167,,,Inspector Alert,A03511,44027,http://www.pachube.com/feeds/44027,KEIOSTE179,WiFi,1/20/12,,,2/1/12,"Wakuya, Softbank",38.529383,141.136689,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0168,,,Inspector Alert,A02602,44028,http://www.pachube.com/feeds/44028,KEIOSTE180,WiFi,1/20/12,,,2/1/12,"Higashine, Softbank",38.431263,_€140.394193,0.85,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0169,,,Inspector Alert,A02618,44029,http://www.pachube.com/feeds/44029,KEIOSTE181,WiFi,1/20/12,,,2/4/12,"YamagataNishi, Softbank",38.241442,140.307628,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0170,,,Inspector Alert,A02481,44030,http://www.pachube.com/feeds/44030,KEIOSTE182,WiFi,1/20/12,,,2/1/12,"Oyama, Softbank",36.318555,139.814279,0.9,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0171,,,Inspector Alert,A03704,44031,http://www.pachube.com/feeds/44031,KEIOSTE183,WiFi,1/20/12,,,2/7/12,"Yanagiu, Softbank",140.870519,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0172,,,Inspector Alert,A02690,44032,http://www.pachube.com/feeds/44032,KEIOSTE184,WiFi,1/20/12,,,2/1/12,"SakuraUsui, Softbank",140.18204,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0173,,,Inspector Alert,A03582,44033,http://www.pachube.com/feeds/44033,KEIOSTE185,WiFi,1/20/12,,,2/8/12,"SendaiSakuragaoka, Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0175,,,Inspector Alert,A02566,44035,http://www.pachube.com/feeds/44035,KEIOSTE187,WiFi,1/20/12,,,2/10/12,"Yaotome(Miyagi), Softbank",38.311086,140.889334,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0176,,,Inspector Alert,A02542,46064,http://www.pachube.com/feeds/46064,KEIOSTE191,WiFi,1/20/12,,,2/9/12,"Gotanda, Softbank",35.626893,139.721317,0.7,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0177,,,Inspector Alert,A02563,46065,http://www.pachube.com/feeds/46065,KEIOSTE192,WiFi,1/20/12,,,2/9/12,"KawasakiDaishi, Softbank",35.535094,139.728032,0.6,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0178,,,Inspector Alert,A03069,46066,http://www.pachube.com/feeds/46066,KEIOSTE193,WiFi,1/20/12,,,2/8/12,"Toyoda, Softbank",35.660394,139.380684,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0179,,,Inspector Alert,A02903,46067,http://www.pachube.com/feeds/46067,KEIOSTE194,WiFi,1/20/12,,,2/9/12,"Tsubata(Ishikawa), Softbank",36.662014,136.72827,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0180,,,Inspector Alert,A02641,46068,http://www.pachube.com/feeds/46068,KEIOSTE195,WiFi,1/20/12,,,2/9/12,"Toyodacho(Shizuoka), Softbank",137.821524,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0181,,,Inspector Alert,A03415,46069,http://www.pachube.com/feeds/46069,KEIOSTE196,WiFi,1/20/12,,,2/8/12,"Komatsu(Ishikawa), Softbank",36.394204,136.453835,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0182,,,Inspector Alert,A03218,46070,http://www.pachube.com/feeds/46070,KEIOSTE197,WiFi,1/20/12,,,2/8/12,"Kozuru(Kozuru), Softbank",38.282168,140.926124,0.85,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0183,,,Inspector Alert,A03368,46071,http://www.pachube.com/feeds/46071,KEIOSTE198,WiFi,1/20/12,,,2/8/12,"KozojiNewTown(Aichi), Softbank",137.049095,0.8,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0184,,,Inspector Alert,A02583,46072,http://www.pachube.com/feeds/46072,KEIOSTE199,WiFi,1/20/12,,,2/9/12,"ToyokawaInter(Aichi), Softbank",137.400273,0.6,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0185,,,Inspector Alert,A03472,46073,http://www.pachube.com/feeds/46073,KEIOSTE200,WiFi,1/20/12,,,2/8/12,"Hamamatsu(Shizuoka),Softbank",34.705516,137.728806,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0186,,,Inspector Alert,A02573,46074,http://www.pachube.com/feeds/46074,KEIOSTE201,WiFi,1/20/12,,,,"ToyokawaNishi(Aichi), Softbank",137.323984,,,,,,,,,,,,,,,,,,,,,,,,,,
#0187,,,Inspector Alert,A03376,46075,http://www.pachube.com/feeds/46075,KEIOSTE202,WiFi,1/20/12,,,2/9/12,"Yotsui(Fukui), Softbank",136.241848,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0188,,,Inspector Alert,A03439,46076,http://www.pachube.com/feeds/46076,KEIOSTE203,WiFi,1/20/12,,,2/9/12,"Nanaehama(Hokkaido),Softbank",0.9,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,
#0189,,,Inspector Alert,A03378,46077,http://www.pachube.com/feeds/46077,KEIOSTE204,WiFi,1/20/12,,,2/8/12,"Yoshikawa(Saitama), Softbank",139.846761,0.7,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0190,,,Inspector Alert,A02686,46078,http://www.pachube.com/feeds/46078,KEIOSTE205,WiFi,1/20/12,,,2/8/12,"Ohfunato(Iwate), Softbank",39.085378,141.710394,1.1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0191,,,Inspector Alert,,46079,http://www.pachube.com/feeds/46079,KEIOSTE206,WiFi,1/20/12,,,2/9/12,"Owase(Mie), Softbank",136.191595,0.9,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0192,,,Inspector Alert,A02659,46080,http://www.pachube.com/feeds/46080,KEIOSTE207,WiFi,1/20/12,,,2/8/12,"Furumachi(Niigata), Softbank",37.922167,139.042548,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0193,,,Inspector Alert,A03398,46081,http://www.pachube.com/feeds/46081,KEIOSTE208,WiFi,1/20/12,,,,"Miyamachi(Miyagi), Softbank",38.273851,140.884971,,,,,,,,,,,,,,,,,,,,,,,,,
#0194,,,Inspector Alert,A02545,46082,http://www.pachube.com/feeds/46082,KEIOSTE209,WiFi,1/20/12,,,2/15/12,"Sakurada(Yamagata), Softbank",140.315244,0.9,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0195,,,Inspector Alert,A03404,46083,http://www.pachube.com/feeds/46083,KEIOSTE210,WiFi,1/20/12,,,,"Ishinomaki(Miyagi), Softbank",141.268436,,,,,,,,,,,,,,,,,,,,,,,,,,
#0196,,,Inspector Alert,A04646,46084,http://www.pachube.com/feeds/46084,KEIOSTE211,WiFi,1/20/12,,,2/15/12,"Shikajima(Ibaraki), Softbank",140.639004,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0197,,,Inspector Alert,A04653,46085,http://www.pachube.com/feeds/46085,KEIOSTE212,WiFi,1/20/12,,,,"Kesennuma, Softbank",141.559247,,,,,,,,,,,,,,,,,,,,,,,,,,
#0198,,,Inspector Alert,A04662,46086,http://www.pachube.com/feeds/46086,KEIOSTE213,WiFi,1/20/12,,,2/17/12,"Miyauchi(Niigata), Softbank",1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,
#0199,,,Inspector Alert,A04779,46087,http://www.pachube.com/feeds/46087,KEIOSTE214,WiFi,1/20/12,,,,"Ohirota(Toyama), Softbank",36.742203,137.24472,,,,,,,,,,,,,,,,,,,,,,,,,
#0200,,,Inspector Alert,A02471,46088,http://www.pachube.com/feeds/46088,KEIOSTE215,WiFi,1/20/12,,,2/15/12,"Gokoh(Chiba), Softbank",139.9794,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0201,,,Inspector Alert,A02605,46089,http://www.pachube.com/feeds/46089,KEIOSTE216,WiFi,1/20/12,,,,"OhmiyaHigashi, Softbank",35.919152,139.651716,,,,,,,,,,,,,,,,,,,,,,,,,
#0202,,,Inspector Alert,A02919,46090,http://www.pachube.com/feeds/46090,KEIOSTE217,WiFi,1/20/12,,,,"Nitta(Gunma), Softbank",36.303736,139.304074,,,,,,,,,,,,,,,,,,,,,,,,,
#0203,,,Inspector Alert,A03031,46091,http://www.pachube.com/feeds/46091,KEIOSTE218,WiFi,1/20/12,,,2/15/12,"Yatabe, Softbank",36.038722,140.08156,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0204,,,Inspector Alert,A03365,46092,http://www.pachube.com/feeds/46092,KEIOSTE219,WiFi,1/20/12,,,2/16/12,"SanjyoChuo, Softbank",138.959309,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,
#0205,,,Inspector Alert,A03801,46093,http://www.pachube.com/feeds/46093,KEIOSTE220,WiFi,1/20/12,,,2/15/12,"Gotokuji, Softbank",35.652405,139.646636,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0206,,,Inspector Alert,A03572,46094,http://www.pachube.com/feeds/46094,KEIOSTE221,WiFi,1/20/12,,,,"NishitagaIchome, Softbank",140.86343,,,,,,,,,,,,,,,,,,,,,,,,,,
#0207,,,Inspector Alert,A03800,46095,http://www.pachube.com/feeds/46095,KEIOSTE222,WiFi,1/20/12,,,,"Nagatsuda, Softbank",139.498214,,,,,,,,,,,,,,,,,,,,,,,,,,
#0208,,,Inspector Alert,A03494,46096,http://www.pachube.com/feeds/46096,KEIOSTE223,WiFi,1/20/12,,,2/15/12,"MoriokaOhta, Softbank",39.689428,141.119068,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,
#0209,,,Inspector Alert,A03389,46097,http://www.pachube.com/feeds/46097,KEIOSTE224,WiFi,1/20/12,,,2/15/12,"Tsukigaoka, Softbank",141.111706,0.7,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,
#0210,,,Inspector Alert,A03243,46098,http://www.pachube.com/feeds/46098,KEIOSTE225,WiFi,1/20/12,,,,"Ainosato(Hokkaido), Softbank",Inspector Alert,A03242,46099,http://www.pachube.com/feeds/46099,KEIOSTE226,http://www.pachube.com/feeds/46100,KEIOSTE227,WiFi,1/20/12,,,,"KariyaekiEki(Aichi), Softbank",_________________,,,,,,,,,,,,,
#0213,,,Inspector Alert,A03236,46101,http://www.pachube.com/feeds/46101,KEIOSTE228,WiFi,1/20/12,,,,"Shimizu(Shizuoka), Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0214,,,Inspector Alert,,46102,http://www.pachube.com/feeds/46102,KEIOSTE229,WiFi,1/20/12,,,,"Namidate(Aomori), Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0215,,,Inspector Alert,A03418,46103,http://www.pachube.com/feeds/46103,KEIOSTE230,WiFi,1/20/12,,,,"Kanazawakencho, Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0216,,,Inspector Alert,A02658,38693,http://www.pachube.com/feeds/38693,KEIOSTE240,WiFi,1/20/12,,,,"Toyokawa(Aichi), Softbank",Inspector Alert,A02667,37131,http://www.pachube.com/feeds/37131,KEIOSTE241,,,,,,,,,,,,,,,,,,,,,,
#0218,,,Inspector Alert,A03029,38692,http://www.pachube.com/feeds/38692,KEIOSTE242,WiFi,1/20/12,,,,"KamiIida(Aichi), Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0219,,,Inspector Alert,A03229,38688,http://www.pachube.com/feeds/38688,KEIOSTE243,WiFi,1/20/12,,,,"YonezawaChuo, Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0220,,,Inspector Alert,A04144,37759,http://www.pachube.com/feeds/37759,KEIOSTE244,WiFi,1/20/12,,,,"OgakiWago(Gifu), Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0221,,,Inspector Alert,A03388,47762,http://www.pachube.com/feeds/47762,KEIOSTE245,WiFi,1/20/12,,,,"Nagahama(Shiga), Softbank",Inspector Alert,A04159,47763,http://www.pachube.com/feeds/47763,KEIOSTE246,http://www.pachube.com/feeds/47764,KEIOSTE247,WiFi,1/20/12,,,,"Gaikan(Kyoto), Softbank",_________________#0224,,,,,,,,,,,,,
#0225,,,Inspector Alert,A04399,47766,http://www.pachube.com/feeds/47766,KEIOSTE249,WiFi,1/20/12,,,,"Kameoka(Kyoto), Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0226,,,Inspector Alert,A04537,47767,http://www.pachube.com/feeds/47767,KEIOSTE250,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0227,,,Inspector Alert,A03422,47768,http://www.pachube.com/feeds/47768,KEIOSTE251,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0228,,,Inspector Alert,A03465,47769,http://www.pachube.com/feeds/47769,KEIOSTE252,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0229,,,Inspector Alert,A03469,47770,http://www.pachube.com/feeds/47770,KEIOSTE253,WiFi,1/20/12,,,,"Kosaka(Osaka), Softbank",,,,,,,,,,,,,,,,,,,,,,,,,,,
#0230,,,Inspector Alert,A03486,47771,http://www.pachube.com/feeds/47771,KEIOSTE254,WiFi,1/20/12,,,,"AkeshiFutami(Hyogo), Softbank",Inspector Alert,A03486,47772,http://www.pachube.com/feeds/47772,KEIOSTE255,,,,,,,,,,,,,,,,,,,,,,
#0232,,,Inspector Alert,A02225,47773,http://www.pachube.com/feeds/47773,KEIOSTE256,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0233,,,Inspector Alert,A02249,47774,http://www.pachube.com/feeds/47774,KEIOSTE257,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0234,,,Inspector Alert,A02276,47775,http://www.pachube.com/feeds/47775,KEIOSTE258,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0235,,,Inspector Alert,A02567,47776,http://www.pachube.com/feeds/47776,KEIOSTE259,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0236,,,Inspector Alert,A02577,47777,http://www.pachube.com/feeds/47777,KEIOSTE260,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0237,,,Inspector Alert,A04641,47778,http://www.pachube.com/feeds/47778,KEIOSTE261,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0238,,,Inspector Alert,A04642,47779,http://www.pachube.com/feeds/47779,KEIOSTE262,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0239,,,Inspector Alert,A04156,47780,http://www.pachube.com/feeds/47780,KEIOSTE263,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0240,,,Inspector Alert,A04637,47781,http://www.pachube.com/feeds/47781,KEIOSTE264,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0241,,,Inspector Alert,A04654,47782,http://www.pachube.com/feeds/47782,KEIOSTE265,WiFi,1/20/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
